,personNr1,personNr2,connection
4248,19540110-9314,19531030-2277,partner of
4249,19540110-9314,19600416-4511,partner of
4250,19531030-2277,19600416-4511,partner of
4251,19670623-1447,19461211-7628,child of
4252,19461211-7628,19670623-1447,parent of
4253,19610305-2285,19670623-1447,partner of
4254,19040303-5531,19040424-4406,partner of
4255,19610706-2375,19481126-5245,partner of
4256,19230228-9756,19220906-7966,partner of
4257,19171205-6647,19201007-5462,partner of
4258,19090408-6624,19170421-7618,partner of
4259,19201126-3596,19210911-2010,partner of
4260,19140201-2349,19210411-2450,partner of
4261,19551209-8676,19460227-8612,partner of
4262,19210119-4550,19160107-7284,partner of
4263,19520331-9700,19540824-4100,partner of
4264,19080908-6957,19120112-4192,partner of
4265,19080908-6957,19050125-2624,partner of
4266,19080908-6957,19060414-1438,partner of
4267,19120112-4192,19050125-2624,partner of
4268,19120112-4192,19060414-1438,partner of
4269,19050125-2624,19060414-1438,partner of
4270,19430622-8302,19310405-5754,partner of
4271,19120708-3504,19000426-2352,partner of
4272,19100320-5110,19140513-6014,partner of
4273,19400108-1508,19450909-1329,partner of
4274,19400108-1508,19470125-8866,partner of
4275,19450909-1329,19470125-8866,partner of
4276,19670402-3306,19080105-8193,child of
4277,19520601-4708,19080105-8193,child of
4278,19080105-8193,19670402-3306,parent of
4279,19080105-8193,19520601-4708,parent of
4280,19080105-8193,19060103-6013,partner of
4281,19250309-5053,19180701-5739,partner of
4282,19460925-5542,19140316-7677,child of
4283,19300524-5053,19140316-7677,child of
4284,19140316-7677,19460925-5542,parent of
4285,19140316-7677,19300524-5053,parent of
4286,19261116-1482,19300524-5053,partner of
4287,19261116-1482,19140316-7677,partner of
4288,19020405-1176,19110530-2716,partner of
4289,19370505-9719,19470920-2370,partner of
4290,19150328-4132,19140416-8478,partner of
4291,19520423-1857,19450914-4782,partner of
4292,19290606-5917,19180615-7066,partner of
4293,19290606-5917,19200505-9637,partner of
4294,19180615-7066,19200505-9637,partner of
4295,19670922-1805,19620711-1856,partner of
4296,19060501-8520,19040922-8066,partner of
4297,19440515-1661,19090715-2874,child of
4298,19630926-7188,19090715-2874,child of
4299,19090715-2874,19440515-1661,parent of
4300,19090715-2874,19630926-7188,parent of
4301,19630926-7188,19440515-1661,child of
4302,19440515-1661,19630926-7188,parent of
4303,19370729-1097,19270125-9518,partner of
4304,19421110-4001,19230128-3694,child of
4305,19580329-3487,19230128-3694,child of
4306,19230128-3694,19421110-4001,parent of
4307,19230128-3694,19580329-3487,parent of
4308,19580329-3487,19271115-2431,child of
4309,19271115-2431,19580329-3487,parent of
4310,19230128-3694,19271115-2431,partner of
4311,19621228-2162,19320414-5736,child of
4312,19320414-5736,19621228-2162,parent of
4313,19320414-5736,19411108-8115,partner of
4314,19661209-6368,19581009-3033,partner of
4315,19470129-5077,19521227-1869,partner of
4316,19470129-5077,19390815-5985,partner of
4317,19390815-5985,19300225-5126,partner of
4318,19670608-1903,19600530-2617,partner of
4319,19110429-6284,19190119-6869,partner of
4320,19550618-8465,19631103-7298,partner of
4321,19180408-8999,19220801-5534,partner of
4322,19190630-3986,19191125-9232,partner of
4323,19280827-8635,19370104-7308,partner of
4324,19280827-8635,19251114-1447,partner of
4325,19370104-7308,19251114-1447,partner of
4326,19370104-7308,19500726-8447,partner of
4327,19630318-6055,19400903-9163,child of
4328,19400903-9163,19630318-6055,parent of
4329,19400903-9163,19280709-2926,partner of
4330,19400903-9163,19270305-5803,partner of
4331,19280709-2926,19270305-5803,partner of
4332,19380703-6050,19370724-9170,partner of
4333,19551105-9528,19480903-3640,partner of
4334,19551105-9528,19630208-6538,partner of
4335,19690827-5648,19690511-3465,partner of
4336,19130914-3666,19090317-9281,partner of
4337,19270410-9531,19360706-2447,partner of
4338,19680608-2911,19730628-6384,partner of
4339,19640822-9861,19690320-6135,partner of
4340,19640822-9861,19680220-6608,partner of
4341,19690320-6135,19680220-6608,partner of
4342,19210320-8370,19190118-7767,partner of
4343,19610102-2680,19080914-1767,child of
4344,19250302-1696,19080914-1767,child of
4345,19460930-1423,19080914-1767,child of
4346,19080914-1767,19610102-2680,parent of
4347,19080914-1767,19250302-1696,parent of
4348,19080914-1767,19460930-1423,parent of
4349,19090116-3292,19171202-8008,partner of
4350,19240411-1587,19341230-9696,partner of
4351,19660310-6394,19640202-1322,partner of
4352,19050416-6448,19120120-4818,partner of
4353,19390520-9994,19421103-1797,partner of
4354,19680702-1588,19710709-6933,partner of
4355,19551229-6772,19661013-7158,partner of
4356,19461008-8662,19460113-3266,partner of
4357,19461008-8662,19450708-6468,partner of
4358,19460113-3266,19450708-6468,partner of
4359,19430529-1921,19140821-4979,child of
4360,19510531-4658,19140821-4979,child of
4361,19140821-4979,19430529-1921,parent of
4362,19140821-4979,19510531-4658,parent of
4363,19430529-1921,19030429-5362,child of
4364,19510531-4658,19030429-5362,child of
4365,19030429-5362,19430529-1921,parent of
4366,19030429-5362,19510531-4658,parent of
4367,19430529-1921,19510531-4658,partner of
4368,19140821-4979,19030429-5362,partner of
4369,19720709-8643,19230812-3927,child of
4370,19440515-1501,19230812-3927,child of
4371,19230812-3927,19720709-8643,parent of
4372,19230812-3927,19440515-1501,parent of
4373,19720709-8643,19440515-1501,child of
4374,19440515-1501,19720709-8643,parent of
4375,19230812-3927,19221130-9344,partner of
4376,19561018-6052,19330406-4760,child of
4377,19650504-7355,19330406-4760,child of
4378,19330406-4760,19561018-6052,parent of
4379,19330406-4760,19650504-7355,parent of
4380,19400812-6073,19330406-4760,partner of
4381,19561018-6052,19650504-7355,partner of
4382,19000328-5183,19051120-2581,partner of
4383,19700426-9898,19460222-1529,child of
4384,19460222-1529,19700426-9898,parent of
4385,19460222-1529,19091224-5789,child of
4386,19700426-9898,19091224-5789,child of
4387,19091224-5789,19460222-1529,parent of
4388,19091224-5789,19700426-9898,parent of
4389,19180715-2925,19311010-9887,partner of
4390,19650811-2481,19600818-3536,partner of
4391,19310506-9051,19180907-8535,partner of
4392,19391117-8679,19301122-2096,partner of
4393,19580308-5470,19360814-1324,child of
4394,19520102-7777,19360814-1324,child of
4395,19360814-1324,19580308-5470,parent of
4396,19360814-1324,19520102-7777,parent of
4397,19360814-1324,19340831-9881,partner of
4398,19580308-5470,19520102-7777,partner of
4399,19461229-3637,19341217-6074,partner of
4400,19721022-3096,19171201-5871,child of
4401,19410301-3212,19171201-5871,child of
4402,19171201-5871,19721022-3096,parent of
4403,19171201-5871,19410301-3212,parent of
4404,19721022-3096,19410301-3212,child of
4405,19410301-3212,19721022-3096,parent of
4406,19721022-3096,19171213-7914,child of
4407,19410301-3212,19171213-7914,child of
4408,19171213-7914,19721022-3096,parent of
4409,19171213-7914,19410301-3212,parent of
4410,19171201-5871,19171213-7914,partner of
4411,19590728-6393,19700505-9747,partner of
4412,19721105-1179,19711128-1388,partner of
4413,19310319-2263,19261022-9725,partner of
4414,19420516-8209,19500709-1223,partner of
4415,19230822-8760,19121119-3829,partner of
4416,19580826-2031,19640103-1766,partner of
4417,19681022-9625,19690314-5828,partner of
4418,19541208-9726,19530114-9115,partner of
4419,19220919-9888,19250429-2711,partner of
4420,19650622-5787,19520205-3364,partner of
4421,19650622-5787,19571115-1037,partner of
4422,19520205-3364,19571115-1037,partner of
4423,19150722-6252,19040727-7369,partner of
4424,19260425-2125,19140627-5975,partner of
4425,19350830-7782,19340307-8587,partner of
4426,19171213-9357,19130128-2576,partner of
4427,19500204-5315,19600223-7019,partner of
4428,19600223-7019,19670930-1256,partner of
4429,19260106-6675,19280613-1844,partner of
4430,19281126-9280,19400705-8375,partner of
4431,19410210-3316,19090807-9824,child of
4432,19671215-9033,19090807-9824,child of
4433,19090807-9824,19410210-3316,parent of
4434,19090807-9824,19671215-9033,parent of
4435,19090807-9824,19090123-5280,partner of
4436,19150214-3835,19170720-7992,partner of
4437,19140226-9897,19040617-7445,partner of
4438,19420930-8581,19181108-7854,child of
4439,19181108-7854,19420930-8581,parent of
4440,19251002-6388,19181108-7854,partner of
4441,19270807-3637,19340112-3794,partner of
4442,19090624-2490,19190921-5472,partner of
4443,19560201-1094,19430113-4989,partner of
4444,19491014-9841,19270907-8873,child of
4445,19680427-3370,19270907-8873,child of
4446,19270907-8873,19491014-9841,parent of
4447,19270907-8873,19680427-3370,parent of
4448,19190918-1409,19270907-8873,partner of
4449,19191121-2626,19170205-1321,partner of
4450,19420518-1687,19550630-7651,partner of
4451,19280729-7627,19151209-4284,partner of
4452,19300308-7906,19260909-6642,partner of
4453,19260909-6642,19130717-1199,partner of
4454,19220718-2152,19181218-5031,partner of
4455,19380128-3394,19460804-5933,partner of
4456,19440226-4977,19440821-3331,partner of
4457,19440903-5550,19530206-6622,partner of
4458,19590428-5327,19700116-6395,partner of
4459,19590428-5327,19670906-2593,partner of
4460,19700116-6395,19670906-2593,partner of
4461,19180205-5063,19240116-4745,partner of
4462,19180205-5063,19110508-3326,partner of
4463,19240116-4745,19110508-3326,partner of
4464,19431115-3686,19420910-1663,partner of
4465,19431115-3686,19570109-5327,partner of
4466,19700114-2004,19710906-8340,partner of
4467,19211212-3397,19341031-3310,partner of
4468,19350727-6839,19360628-2098,partner of
4469,19380823-4793,19340223-2623,partner of
4470,19350427-8174,19240405-4468,partner of
4471,19531121-7007,19600323-8105,partner of
4472,19531121-7007,19520626-8052,partner of
4473,19600323-8105,19520626-8052,partner of
4474,19570115-5887,19310315-8124,child of
4475,19630407-8484,19310315-8124,child of
4476,19600827-2605,19310315-8124,child of
4477,19310315-8124,19570115-5887,parent of
4478,19310315-8124,19630407-8484,parent of
4479,19310315-8124,19600827-2605,parent of
4480,19570115-5887,19630407-8484,partner of
4481,19570115-5887,19600827-2605,partner of
4482,19630407-8484,19600827-2605,partner of
4483,19670515-1575,19640911-7576,partner of
4484,19180802-4584,19101027-3846,partner of
4485,19030511-4033,19101027-3846,partner of
4486,19661114-5723,19680101-7486,partner of
4487,19661114-5723,19641018-6154,partner of
4488,19680101-7486,19641018-6154,partner of
4489,19401020-1774,19480214-8914,partner of
4490,19550518-2325,19470110-4097,partner of
4491,19300523-1773,19170904-6360,partner of
4492,19330119-6102,19391203-4255,partner of
4493,19550509-9580,19670129-7670,partner of
4494,19700611-6935,19260523-7618,child of
4495,19260523-7618,19700611-6935,parent of
4496,19260523-7618,19290121-8460,partner of
4497,19260523-7618,19380902-2460,partner of
4498,19290121-8460,19380902-2460,partner of
4499,19641212-2170,19070115-4456,child of
4500,19070115-4456,19641212-2170,parent of
4501,19270817-4463,19360324-7266,partner of
4502,19590316-1487,19660324-9057,partner of
4503,19621119-8333,19140506-6936,child of
4504,19140506-6936,19621119-8333,parent of
4505,19280105-6423,19410721-9435,partner of
4506,19330308-6074,19361229-2602,partner of
4507,19640221-7839,19270123-3387,child of
4508,19620325-8789,19270123-3387,child of
4509,19270123-3387,19640221-7839,parent of
4510,19270123-3387,19620325-8789,parent of
4511,19640221-7839,19620325-8789,partner of
4512,19690307-9275,19730225-3508,partner of
4513,19690307-9275,19720519-5691,partner of
4514,19730225-3508,19720519-5691,partner of
4515,19521004-4160,19531219-1054,partner of
4516,19230604-7687,19010302-7849,child of
4517,19010302-7849,19230604-7687,parent of
4518,19230604-7687,19141114-8594,partner of
4519,19480502-5037,19470421-7100,partner of
4520,19480502-5037,19520105-3877,partner of
4521,19470421-7100,19520105-3877,partner of
4522,19700716-4687,19181010-5065,child of
4523,19181010-5065,19700716-4687,parent of
4524,19700716-4687,19300429-6832,child of
4525,19300429-6832,19700716-4687,parent of
4526,19200615-9966,19181010-5065,partner of
4527,19200615-9966,19300429-6832,partner of
4528,19181010-5065,19300429-6832,partner of
4529,19620130-4386,19210124-1401,child of
4530,19210124-1401,19620130-4386,parent of
4531,19090511-4762,19210124-1401,partner of
4532,19541031-4989,19670412-6967,partner of
4533,19300106-1106,19020312-6535,child of
4534,19310615-9059,19020312-6535,child of
4535,19020312-6535,19300106-1106,parent of
4536,19020312-6535,19310615-9059,parent of
4537,19300106-1106,19310615-9059,partner of
4538,19650123-2282,19630726-1785,partner of
4539,19650123-2282,19610101-4757,partner of
4540,19630726-1785,19610101-4757,partner of
4541,19351121-7245,19340529-3971,partner of
4542,19711005-4818,19721007-9543,partner of
4543,19330629-4522,19090813-3975,child of
4544,19090813-3975,19330629-4522,parent of
4545,19490907-8737,19270207-2610,child of
4546,19460916-1172,19270207-2610,child of
4547,19270207-2610,19490907-8737,parent of
4548,19270207-2610,19460916-1172,parent of
4549,19371230-2808,19490907-8737,partner of
4550,19371230-2808,19460916-1172,partner of
4551,19371230-2808,19270207-2610,partner of
4552,19490907-8737,19460916-1172,partner of
4553,19210724-2814,19210504-5040,partner of
4554,19210724-2814,19161217-2040,partner of
4555,19210504-5040,19161217-2040,partner of
4556,19321217-7359,19430316-2410,partner of
4557,19710915-9293,19601211-6393,partner of
4558,19681024-7685,19131217-1633,child of
4559,19451118-3830,19131217-1633,child of
4560,19131217-1633,19681024-7685,parent of
4561,19131217-1633,19451118-3830,parent of
4562,19590511-5579,19640110-8455,partner of
4563,19590511-5579,19520919-8770,partner of
4564,19640110-8455,19520919-8770,partner of
4565,19500925-8635,19180811-6993,child of
4566,19680921-2525,19180811-6993,child of
4567,19180811-6993,19500925-8635,parent of
4568,19180811-6993,19680921-2525,parent of
4569,19161102-1857,19180811-6993,partner of
4570,19400320-2075,19040331-5311,child of
4571,19361007-3046,19040331-5311,child of
4572,19040331-5311,19400320-2075,parent of
4573,19040331-5311,19361007-3046,parent of
4574,19400320-2075,19361007-3046,partner of
4575,19040331-5311,19140108-6933,partner of
4576,19711119-9700,19320715-7456,child of
4577,19320715-7456,19711119-9700,parent of
4578,19250123-4177,19260916-9471,partner of
4579,19630922-8835,19641203-2794,partner of
4580,19190505-7479,19240116-3534,partner of
4581,19190505-7479,19270823-4759,partner of
4582,19240116-3534,19270823-4759,partner of
4583,19661211-7133,19610120-5378,partner of
4584,19651110-9119,19151018-8956,child of
4585,19151018-8956,19651110-9119,parent of
4586,19230601-6871,19151018-8956,partner of
4587,19470407-1106,19520918-1224,partner of
4588,19611111-4044,19150411-6014,child of
4589,19690729-4293,19150411-6014,child of
4590,19150411-6014,19611111-4044,parent of
4591,19150411-6014,19690729-4293,parent of
4592,19611111-4044,19690729-4293,partner of
4593,19550616-2176,19340807-1297,child of
4594,19340807-1297,19550616-2176,parent of
4595,19550616-2176,19420814-5333,partner of
4596,19220714-2012,19340807-1297,partner of
4597,19340807-1297,19420814-5333,partner of
4598,19380319-3513,19410420-4461,partner of
4599,19380319-3513,19420614-4500,partner of
4600,19410420-4461,19420614-4500,partner of
4601,19720125-9237,19551223-5826,child of
4602,19551223-5826,19720125-9237,parent of
4603,19700523-1587,19720125-9237,partner of
4604,19200618-1208,19330810-7447,partner of
4605,19330810-7447,19410621-1742,partner of
4606,19401124-7637,19210220-9963,child of
4607,19580525-7409,19210220-9963,child of
4608,19210220-9963,19401124-7637,parent of
4609,19210220-9963,19580525-7409,parent of
4610,19140730-7374,19210220-9963,partner of
4611,19410330-6475,19420424-8320,partner of
4612,19560427-5533,19490508-4887,partner of
4613,19101112-2364,19141020-6966,partner of
4614,19130613-2895,19000912-9534,partner of
4615,19350619-1782,19310529-8390,partner of
4616,19471219-8798,19460215-2903,partner of
4617,19090302-5181,19030609-3936,partner of
4618,19360116-3565,19230322-2710,partner of
4619,19231227-3377,19240618-8387,partner of
4620,19551205-3338,19020402-2605,child of
4621,19020402-2605,19551205-3338,parent of
4622,19151021-3042,19020402-2605,partner of
4623,19151021-3042,19170101-6092,partner of
4624,19320203-3359,19160415-3233,child of
4625,19160415-3233,19320203-3359,parent of
4626,19040821-8899,19030827-6496,partner of
4627,19700301-9782,19010314-5864,child of
4628,19191108-8412,19010314-5864,child of
4629,19460717-5137,19010314-5864,child of
4630,19010314-5864,19700301-9782,parent of
4631,19010314-5864,19191108-8412,parent of
4632,19010314-5864,19460717-5137,parent of
4633,19540209-8229,19200207-4799,child of
4634,19601128-5732,19200207-4799,child of
4635,19480113-2909,19200207-4799,child of
4636,19200207-4799,19540209-8229,parent of
4637,19200207-4799,19601128-5732,parent of
4638,19200207-4799,19480113-2909,parent of
4639,19540209-8229,19601128-5732,partner of
4640,19540209-8229,19480113-2909,partner of
4641,19601128-5732,19480113-2909,partner of
4642,19400821-4224,19240410-1973,child of
4643,19240410-1973,19400821-4224,parent of
4644,19071126-3450,19000320-9055,partner of
4645,19500910-7429,19091023-9872,child of
4646,19091023-9872,19500910-7429,parent of
4647,19500910-7429,19040322-1887,child of
4648,19040322-1887,19500910-7429,parent of
4649,19091023-9872,19040322-1887,partner of
4650,19091023-9872,19071212-7333,partner of
4651,19040322-1887,19071212-7333,partner of
4652,19600312-9925,19270124-1430,child of
4653,19461024-3271,19270124-1430,child of
4654,19270124-1430,19600312-9925,parent of
4655,19270124-1430,19461024-3271,parent of
4656,19270124-1430,19361130-8896,partner of
4657,19361130-8896,19461024-3271,partner of
4658,19111219-7155,19101230-5346,partner of
4659,19660831-6058,19030809-7487,child of
4660,19030809-7487,19660831-6058,parent of
4661,19521021-8482,19170430-6361,child of
4662,19430115-3376,19170430-6361,child of
4663,19170430-6361,19521021-8482,parent of
4664,19170430-6361,19430115-3376,parent of
4665,19521021-8482,19220113-7997,child of
4666,19430115-3376,19220113-7997,child of
4667,19220113-7997,19521021-8482,parent of
4668,19220113-7997,19430115-3376,parent of
4669,19521021-8482,19430115-3376,partner of
4670,19170430-6361,19220113-7997,partner of
4671,19211227-3507,19251121-3815,partner of
4672,19630210-9399,19621015-9089,partner of
4673,19200828-9722,19270609-5705,partner of
4674,19211203-5661,19170501-1678,partner of
4675,19670129-5246,19680302-8144,partner of
4676,19540930-3382,19250820-9769,child of
4677,19601108-3965,19250820-9769,child of
4678,19250820-9769,19540930-3382,parent of
4679,19250820-9769,19601108-3965,parent of
4680,19540930-3382,19601108-3965,partner of
4681,19250820-9769,19200824-2880,partner of
4682,19430225-4833,19070206-9957,child of
4683,19250601-9193,19070206-9957,child of
4684,19070206-9957,19430225-4833,parent of
4685,19070206-9957,19250601-9193,parent of
4686,19430225-4833,19250601-9193,child of
4687,19250601-9193,19430225-4833,parent of
4688,19031129-7445,19070206-9957,partner of
4689,19710726-6463,19641226-7341,partner of
4690,19230806-8174,19171211-6903,partner of
4691,19230806-8174,19110707-2413,partner of
4692,19171211-6903,19110707-2413,partner of
4693,19331107-1780,19290618-3309,partner of
4694,19170815-6296,19210125-7934,partner of
4695,19511122-5356,19010106-6913,child of
4696,19570304-8535,19010106-6913,child of
4697,19010106-6913,19511122-5356,parent of
4698,19010106-6913,19570304-8535,parent of
4699,19511122-5356,19570304-8535,partner of
4700,19190807-5679,19281120-9699,partner of
4701,19330303-1427,19240312-3043,partner of
4702,19170428-2402,19240312-3043,partner of
4703,19331013-4961,19380816-6828,partner of
4704,19331013-4961,19210408-1980,partner of
4705,19210408-1980,19190707-9521,partner of
4706,19290822-8025,19280330-9638,partner of
4707,19290822-8025,19220413-1520,partner of
4708,19280330-9638,19220413-1520,partner of
4709,19600127-7898,19531202-9974,partner of
4710,19390207-8360,19320630-7542,partner of
4711,19690521-4632,19580917-1620,partner of
4712,19720307-7906,19730424-3480,partner of
4713,19350124-5321,19070619-1762,child of
4714,19441228-3706,19070619-1762,child of
4715,19070619-1762,19350124-5321,parent of
4716,19070619-1762,19441228-3706,parent of
4717,19350124-5321,19441228-3706,partner of
4718,19070619-1762,19021002-8169,partner of
4719,19630827-5688,19690801-9309,partner of
4720,19020616-1234,19110522-5270,partner of
4721,19620423-8491,19731103-1277,partner of
4722,19240913-7139,19141002-2241,partner of
4723,19240913-7139,19320424-9385,partner of
4724,19471125-2095,19450928-7295,partner of
4725,19171215-8461,19150523-8739,partner of
4726,19610216-6386,19700611-4697,partner of
4727,19660305-4500,19700707-5723,partner of
4728,19510820-6117,19470402-7480,partner of
4729,19590304-9214,19570428-6542,partner of
4730,19350322-6710,19330623-3929,partner of
4731,19080404-8486,19140315-6855,partner of
4732,19450917-4477,19390720-6407,partner of
4733,19210329-7738,19130831-3372,partner of
4734,19020904-7179,19130831-3372,partner of
4735,19520130-7710,19510705-3558,partner of
4736,19621229-1631,19590502-2679,partner of
4737,19621229-1631,19700408-8978,partner of
4738,19590502-2679,19700408-8978,partner of
4739,19251222-4989,19060516-7340,child of
4740,19060516-7340,19251222-4989,parent of
4741,19381029-1198,19170109-8712,child of
4742,19711108-9073,19170109-8712,child of
4743,19170109-8712,19381029-1198,parent of
4744,19170109-8712,19711108-9073,parent of
4745,19070212-5879,19170109-8712,partner of
4746,19130906-9888,19000615-2926,partner of
4747,19061010-4005,19170905-6802,partner of
4748,19340427-4779,19421102-9589,partner of
4749,19330622-2545,19300928-4331,partner of
4750,19330622-2545,19311114-2931,partner of
4751,19300928-4331,19311114-2931,partner of
4752,19551112-1825,19350516-8021,child of
4753,19350516-8021,19551112-1825,parent of
4754,19350516-8021,19100727-6383,child of
4755,19551112-1825,19100727-6383,child of
4756,19100727-6383,19350516-8021,parent of
4757,19100727-6383,19551112-1825,parent of
4758,19210519-2891,19100727-6383,partner of
4759,19190802-4425,19191224-5381,partner of
4760,19060501-5810,19070731-7456,partner of
4761,19251013-1738,19170125-7178,partner of
4762,19350925-8465,19441022-1338,partner of
4763,19441022-1338,19550428-1156,partner of
4764,19631201-8783,19511017-3938,partner of
4765,19010928-6040,19130717-3186,partner of
4766,19640910-6015,19640131-2692,partner of
4767,19130915-6654,19021219-2111,partner of
4768,19620404-3010,19021212-7042,child of
4769,19021212-7042,19620404-3010,parent of
4770,19091213-4010,19050131-4229,partner of
4771,19091213-4010,19041228-4386,partner of
4772,19050131-4229,19041228-4386,partner of
4773,19260411-8438,19330828-8039,partner of
4774,19551124-5452,19681211-5654,partner of
4775,19710123-8091,19490520-8523,child of
4776,19490520-8523,19710123-8091,parent of
4777,19511212-2533,19421220-9432,partner of
4778,19630302-5755,19591031-6572,partner of
4779,19690715-4161,19601012-5213,partner of
4780,19690915-2635,19240325-2458,child of
4781,19240325-2458,19690915-2635,parent of
4782,19580709-3982,19580705-4889,partner of
4783,19580709-3982,19580927-1635,partner of
4784,19580709-3982,19590517-2698,partner of
4785,19580705-4889,19580927-1635,partner of
4786,19580705-4889,19590517-2698,partner of
4787,19580927-1635,19590517-2698,partner of
4788,19640122-9589,19520915-9648,partner of
4789,19710913-9076,19690831-9784,partner of
4790,19710913-9076,19711007-4439,partner of
4791,19690831-9784,19711007-4439,partner of
4792,19290405-8722,19170301-5355,partner of
4793,19290405-8722,19400307-7770,partner of
4794,19600412-3028,19541026-5743,partner of
4795,19300904-7810,19220327-1503,partner of
4796,19300904-7810,19250203-6223,partner of
4797,19300904-7810,19260228-7404,partner of
4798,19220327-1503,19250203-6223,partner of
4799,19220327-1503,19260228-7404,partner of
4800,19250203-6223,19260228-7404,partner of
4801,19520503-8927,19480209-5286,partner of
4802,19520503-8927,19421121-6317,partner of
4803,19480209-5286,19421121-6317,partner of
4804,19330317-9456,19300104-9544,partner of
4805,19330317-9456,19440426-7701,partner of
4806,19480920-9145,19440426-7701,partner of
4807,19320424-3382,19080114-6889,child of
4808,19280824-9111,19080114-6889,child of
4809,19310403-7368,19080114-6889,child of
4810,19080114-6889,19320424-3382,parent of
4811,19080114-6889,19280824-9111,parent of
4812,19080114-6889,19310403-7368,parent of
4813,19320424-3382,19280824-9111,partner of
4814,19320424-3382,19310403-7368,partner of
4815,19280824-9111,19310403-7368,partner of
4816,19701124-9098,19660923-1309,partner of
4817,19210806-6064,19030731-5652,child of
4818,19640227-8001,19030731-5652,child of
4819,19540713-1839,19030731-5652,child of
4820,19030731-5652,19210806-6064,parent of
4821,19030731-5652,19640227-8001,parent of
4822,19030731-5652,19540713-1839,parent of
4823,19640227-8001,19540713-1839,partner of
4824,19150616-9846,19030904-5846,partner of
4825,19150616-9846,19270224-4409,partner of
4826,19261205-3157,19250902-5487,partner of
4827,19261205-3157,19360813-1373,partner of
4828,19250902-5487,19360813-1373,partner of
4829,19681128-6092,19660920-8068,partner of
4830,19270522-7564,19300322-4664,partner of
4831,19530930-7788,19470303-9449,partner of
4832,19680107-9928,19470701-5230,child of
4833,19470701-5230,19680107-9928,parent of
4834,19470701-5230,19430830-9902,partner of
4835,19670316-8195,19560821-3980,partner of
4836,19460801-6515,19381119-2423,partner of
4837,19090208-4884,19001124-5247,partner of
4838,19100517-1800,19161031-5258,partner of
4839,19281212-3788,19161031-5258,partner of
4840,19581113-6259,19630821-5147,partner of
4841,19551025-7377,19620328-6137,partner of
4842,19070811-5762,19011202-3145,partner of
4843,19120120-7341,19090921-6024,partner of
4844,19471010-1826,19460727-1079,partner of
4845,19660908-9346,19060321-8340,child of
4846,19260808-1246,19060321-8340,child of
4847,19060321-8340,19660908-9346,parent of
4848,19060321-8340,19260808-1246,parent of
4849,19660908-9346,19260808-1246,child of
4850,19260808-1246,19660908-9346,parent of
4851,19060321-8340,19100701-8203,partner of
4852,19670328-3097,19150609-6202,child of
4853,19701023-9596,19150609-6202,child of
4854,19650128-2034,19150609-6202,child of
4855,19150609-6202,19670328-3097,parent of
4856,19150609-6202,19701023-9596,parent of
4857,19150609-6202,19650128-2034,parent of
4858,19670328-3097,19701023-9596,partner of
4859,19670328-3097,19650128-2034,partner of
4860,19701023-9596,19650128-2034,partner of
4861,19010123-1110,19020713-3731,partner of
4862,19500503-9736,19220424-1894,child of
4863,19530119-6824,19220424-1894,child of
4864,19220424-1894,19500503-9736,parent of
4865,19220424-1894,19530119-6824,parent of
4866,19500503-9736,19530119-6824,partner of
4867,19490903-4280,19380325-7448,partner of
4868,19490903-4280,19460711-3673,partner of
4869,19380325-7448,19460711-3673,partner of
4870,19160419-5896,19250605-6448,partner of
4871,19601123-1528,19721026-9506,partner of
4872,19601123-1528,19541205-5273,partner of
4873,19041006-1258,19030821-7783,partner of
4874,19041006-1258,19070711-4955,partner of
4875,19030821-7783,19070711-4955,partner of
4876,19631123-3096,19670302-8548,partner of
4877,19470803-7323,19381223-1235,partner of
4878,19470803-7323,19470708-5737,partner of
4879,19321215-8232,19381223-1235,partner of
4880,19381223-1235,19470708-5737,partner of
4881,19310326-4008,19300503-4706,partner of
4882,19081113-1776,19220129-1376,partner of
4883,19081113-1776,19110318-3712,partner of
4884,19220129-1376,19110318-3712,partner of
4885,19401004-8883,19490321-2030,partner of
4886,19401004-8883,19350129-7506,partner of
4887,19461227-8131,19600622-9372,partner of
4888,19541019-6830,19430219-4233,partner of
4889,19200610-3076,19100804-1332,partner of
4890,19620610-6096,19291103-6881,child of
4891,19291103-6881,19620610-6096,parent of
4892,19291103-6881,19280531-5821,partner of
4893,19130106-8724,19140105-7843,partner of
4894,19130106-8724,19140303-6547,partner of
4895,19140105-7843,19140303-6547,partner of
4896,19181019-9461,19080702-9561,partner of
4897,19301105-7598,19200215-3720,partner of
4898,19661011-6370,19590325-7244,partner of
4899,19520929-9714,19571202-7991,partner of
4900,19690301-5169,19571202-7991,partner of
4901,19531212-9470,19641102-3705,partner of
4902,19670426-7171,19600106-9247,partner of
4903,19681021-6043,19440920-4158,child of
4904,19440920-4158,19681021-6043,parent of
4905,19040701-4171,19010919-8415,partner of
4906,19551009-8588,19530222-7415,partner of
4907,19201004-9342,19100322-9813,partner of
4908,19600821-5332,19380908-2170,child of
4909,19380908-2170,19600821-5332,parent of
4910,19080424-1213,19180218-7752,partner of
4911,19170627-1284,19270428-4961,partner of
4912,19470818-6322,19450206-5825,partner of
4913,19180714-3966,19150718-1030,partner of
4914,19031017-8857,19120422-3874,partner of
4915,19311128-9141,19220123-8430,partner of
4916,19220123-8430,19120422-3874,partner of
4917,19240614-5739,19120417-5652,partner of
4918,19720310-1936,19641114-2198,partner of
