,personNr1,personNr2,connection
0,20030101-5163,20090531-7394,partner of
0,20000924-2096,20020829-5256,partner of
0,20020816-6834,19581027-9013,child of
1,19581027-9013,20020816-6834,parent of
0,20030101-0929,20071221-5070,partner of
0,19290813-2359,19360115-5336,partner of
0,19250101-5125,19310313-7286,partner of
0,20031231-0352,19980603-4256,partner of
0,20031231-0352,19960327-8107,partner of
0,19980603-4256,19960327-8107,partner of
0,19530707-7291,19580915-8952,partner of
0,19370209-1226,19420725-8387,partner of
0,19830719-5798,19880317-5265,partner of
0,19720724-6840,19770824-6454,partner of
0,19691028-7983,19710128-9151,partner of
0,19600131-9054,19630812-1371,partner of
0,19590609-7528,19610505-1257,partner of
0,19670201-2103,19691229-4106,partner of
0,19810511-2147,19840502-4452,partner of
0,19980320-0492,19961017-8897,partner of
0,19540517-1364,19960509-8366,partner of
0,19250101-5068,19260612-4749,partner of
0,19640527-9419,19711225-8178,partner of
0,20030101-4541,20080807-4473,partner of
0,19500302-5321,19520328-8947,partner of
0,19990130-5450,19960512-0988,partner of
0,19960512-0988,19950527-0462,partner of
0,19420509-1215,19450208-1263,partner of
0,19760519-4614,19761211-5984,partner of
0,19810512-7422,19871025-3893,partner of
0,19990105-5111,19970103-4798,partner of
0,19250422-2919,19290306-9988,partner of
0,19980107-3790,19961012-8874,partner of
0,19840131-4629,19861029-2831,partner of
0,19600113-4945,19650410-5515,partner of
0,19770128-8404,19800113-7489,partner of
0,19480804-7514,19521119-7156,partner of
0,19980907-4527,19960621-0097,partner of
0,19980907-4527,19950422-7495,partner of
0,19960621-0097,19950422-7495,partner of
0,19250101-6118,19290409-6410,partner of
0,19461215-7952,19520728-6429,partner of
0,19251112-5563,19301102-7893,partner of
0,19860315-2080,19910518-3186,partner of
0,19590507-9975,19630426-4696,partner of
0,19990330-0534,19960422-5347,partner of
0,19641231-2053,19680407-3032,partner of
0,19250101-0788,19321231-6470,partner of
0,19690614-6472,19710208-6284,partner of
0,20030823-5824,19720724-8226,child of
1,19720724-8226,20030823-5824,parent of
0,19700318-9634,19741211-5916,partner of
0,20030101-7582,20081216-0852,partner of
0,19771022-5343,19790628-6110,partner of
0,19600119-4223,19661013-6160,partner of
0,19871105-8491,19941231-8601,partner of
0,19250101-1596,19280822-0783,partner of
0,19970215-1377,20031206-1756,partner of
0,19490501-7996,19520823-9572,partner of
0,20030101-7593,20070213-0932,partner of
0,19250101-7723,19300119-9867,partner of
0,19300929-7684,19371004-9148,partner of
0,19980830-9956,19960120-4200,partner of
0,20030101-1228,20071213-1937,partner of
0,19590415-3009,19650819-4711,partner of
0,20030101-8117,20090120-5927,partner of
0,19570814-7248,19601011-4617,partner of
0,20020814-4645,19520127-3400,child of
1,19520127-3400,20020814-4645,parent of
0,20020129-1240,19700904-9141,child of
1,19700904-9141,20020129-1240,parent of
2,20020129-1240,19730514-6031,child of
3,19730514-6031,20020129-1240,parent of
0,19700904-9141,19730514-6031,partner of
0,20020129-1240,19950608-8647,partner of
0,19250101-2366,19320904-1987,partner of
0,19541010-6273,19541010-0210,partner of
0,19740208-1897,19790828-7397,partner of
0,19480209-8528,19520312-1308,partner of
0,19930505-5427,20001227-5043,partner of
0,19680625-2509,19700116-0781,partner of
0,19790617-0131,19840131-9917,partner of
0,20000130-7258,20050421-8639,partner of
0,19341110-8726,19370612-2484,partner of
0,19990816-5138,19970421-2751,partner of
0,19990816-5138,19940211-8843,partner of
0,19970421-2751,19940211-8843,partner of
0,19650817-1066,20001118-0959,partner of
0,19920503-7765,19960622-7089,partner of
0,20030101-1125,20101022-6424,partner of
0,19591231-3510,19591231-6362,partner of
0,20020808-7556,19420319-7313,child of
1,19420319-7313,20020808-7556,parent of
0,19950525-7505,20000109-2196,partner of
0,19770120-6829,19770120-0916,partner of
0,19250101-6387,19301012-8389,partner of
0,19980101-5321,19970205-2241,partner of
0,19980101-5321,19951016-8003,partner of
0,19970205-2241,19951016-8003,partner of
0,19950327-5747,19971014-5615,partner of
0,19480219-9817,19551231-2150,partner of
0,20020101-4119,19771125-6895,child of
1,19771125-6895,20020101-4119,parent of
0,19680810-4328,19751231-3262,partner of
0,19250101-0778,19251120-2393,partner of
0,19790730-0986,19840626-8950,partner of
0,19271011-2057,19291225-0763,partner of
0,19541124-5880,19570131-2341,partner of
0,19250101-0014,19310203-8955,partner of
0,19980715-1411,19960105-5625,partner of
0,19471010-8835,19501216-9317,partner of
0,19980101-0390,19961121-5400,partner of
0,19980101-0390,19941129-5666,partner of
0,19961121-5400,19941129-5666,partner of
0,19710418-5018,19750621-7031,partner of
0,19740721-4742,19780720-8210,partner of
0,19320410-5626,19370411-0074,partner of
0,19990101-0944,19960909-5206,partner of
0,19661020-0890,19700520-5416,partner of
0,19760728-4561,19950510-9841,partner of
0,19831231-2523,19950510-9841,partner of
0,19331207-5606,19350608-9658,partner of
0,20021130-3773,19621214-1967,child of
1,19621214-1967,20021130-3773,parent of
0,19250101-1740,19260122-3418,partner of
0,19630920-3539,19670216-8827,partner of
0,19260217-5913,19331231-3021,partner of
0,19570710-6633,19610917-5714,partner of
0,19630512-1421,19660922-1028,partner of
0,19670510-2563,19700306-4467,partner of
0,19970408-7050,20010901-4163,partner of
0,19661101-6984,19700601-9559,partner of
0,19930510-6245,19980705-5267,partner of
0,19681210-7318,19691210-4271,partner of
0,19530710-1389,19560330-8832,partner of
0,20030101-1278,20060420-4109,partner of
0,19560612-7806,19600102-2003,partner of
0,20030212-4383,19420325-0693,child of
1,19420325-0693,20030212-4383,parent of
0,19320623-8159,19320623-3949,partner of
0,19980101-1965,19960511-5470,partner of
0,19641221-3545,19691113-6389,partner of
0,19721023-5170,19721023-0871,partner of
0,19390818-8358,19430809-3228,partner of
0,19740722-9521,19740722-6541,partner of
0,20030101-7109,20030101-6545,partner of
0,19780213-0807,19821001-4763,partner of
0,19580105-3043,19620313-4797,partner of
0,20030101-5822,20071105-0054,partner of
0,19951112-6050,20021231-4611,partner of
0,20010624-3680,20050305-7990,partner of
0,20030101-3810,20070715-0111,partner of
0,19780327-7686,19790625-5827,partner of
0,19571014-4500,19630509-8990,partner of
0,19340809-7924,19370918-1467,partner of
0,19250101-2883,19300102-5262,partner of
0,19380523-9012,19410531-4754,partner of
0,20020630-5002,19770602-2447,child of
1,19770602-2447,20020630-5002,parent of
0,19690831-1749,19710419-6691,partner of
0,19601121-8450,19650520-3338,partner of
0,19420504-9483,19440219-8842,partner of
0,19541114-7213,19600311-4844,partner of
0,19580505-4716,19630628-5601,partner of
0,19980614-4534,19961001-4753,partner of
0,19981225-0416,19960613-2534,partner of
0,20030101-0739,20060329-2099,partner of
0,19540624-4919,19550130-2507,partner of
0,19791005-4945,19840913-1159,partner of
0,19341013-9129,19390307-7800,partner of
0,20030101-7925,20050627-0685,partner of
0,19521004-0503,19570629-3778,partner of
0,19390327-7246,19421111-5603,partner of
0,19610204-3958,19610807-4607,partner of
0,19300719-5004,19300719-9338,partner of
0,19961228-6787,19970812-4735,partner of
0,19390908-5281,19460328-2829,partner of
0,19981103-3443,19970308-8259,partner of
0,19880919-7725,19911112-2096,partner of
0,19400402-8427,19440726-0112,partner of
0,19441126-3850,19441126-2899,partner of
0,20021026-2275,19700411-6520,child of
1,19700411-6520,20021026-2275,parent of
2,20021026-2275,19720816-6156,child of
3,19720816-6156,20021026-2275,parent of
0,19700411-6520,19720816-6156,partner of
0,19250101-9933,19321231-8164,partner of
0,19580619-7367,19650912-3317,partner of
0,19470620-1015,19500319-9710,partner of
0,19480625-0463,19480625-6212,partner of
0,20030101-2248,20081204-2053,partner of
0,19450425-8878,19460114-6935,partner of
0,19760604-5068,19800314-7879,partner of
0,20030101-1296,20080301-2473,partner of
0,19500826-3509,19550707-6629,partner of
0,20030101-8279,20041011-8795,partner of
0,19660527-6378,19720805-1575,partner of
0,19510128-8421,19570217-3213,partner of
0,19590215-8805,19620614-1029,partner of
0,19870118-6147,19941005-7695,partner of
0,19400524-0898,19400524-8407,partner of
0,19861031-3966,19900730-2541,partner of
0,19250101-1441,19280802-0937,partner of
0,19650706-4439,19700914-5515,partner of
0,19921120-3543,19931211-9940,partner of
0,20021110-1511,20050806-5600,partner of
0,19851016-4514,19901231-8425,partner of
0,19860306-2269,19870206-8365,partner of
0,19900530-8541,19950623-6039,partner of
0,20030111-8700,19830910-8533,child of
1,19830910-8533,20030111-8700,parent of
0,19990131-6047,19960404-2628,partner of
0,19380901-6783,19380901-1126,partner of
0,19720101-7586,19790513-5021,partner of
0,19940913-0923,20010719-3724,partner of
0,20030101-7733,20040322-1431,partner of
0,19551113-0238,19610116-7482,partner of
0,19250101-1219,19281030-0591,partner of
0,19790728-6101,19820403-4740,partner of
0,19990902-9345,20050502-9541,partner of
0,19590808-8103,19610705-8746,partner of
0,19980101-9341,19961224-9611,partner of
0,19770415-5001,19770415-0292,partner of
0,20020720-0114,19450618-6475,child of
1,20011231-0806,19450618-6475,child of
2,19450618-6475,20020720-0114,parent of
3,19450618-6475,20011231-0806,parent of
4,20011231-0806,20020720-0114,siblings
0,19980827-5337,19960613-6752,partner of
0,19421123-0337,19480608-6207,partner of
0,20030101-2117,20061001-4416,partner of
0,19300402-4081,19350413-0965,partner of
0,19740813-5500,19781015-0570,partner of
0,19831023-5802,19870628-0285,partner of
0,19330807-9027,19380301-3138,partner of
0,19820715-9746,19830603-8360,partner of
0,19380623-8472,19420701-8647,partner of
0,20030101-1142,20040809-6924,partner of
0,20030101-4342,20100821-3551,partner of
0,19860806-0310,19910117-2938,partner of
0,19741218-7771,19780213-2077,partner of
0,19521121-4336,19580420-1304,partner of
0,20030620-1136,19860511-2555,child of
1,19860511-2555,20030620-1136,parent of
0,19870213-6207,19901217-2617,partner of
0,19290405-2803,19300909-5238,partner of
0,19740916-8528,19761109-1510,partner of
0,19931106-3112,19971213-0687,partner of
0,19810106-1742,19871010-2009,partner of
0,19980501-5888,20020308-4713,partner of
0,19820505-8665,19830208-2601,partner of
0,19601022-4286,19631218-1632,partner of
0,19570513-8241,19600614-5270,partner of
0,19980101-2499,19970427-5937,partner of
0,19980101-2499,19950617-5477,partner of
0,19970427-5937,19950617-5477,partner of
0,19850923-1041,19871207-0592,partner of
0,20030101-1588,20100906-7037,partner of
0,19761201-2529,19930101-6352,partner of
0,19720603-1772,19980608-6343,partner of
0,19510705-6464,19560906-1901,partner of
0,19981011-9370,19960412-0399,partner of
0,19930329-9939,19990415-1573,partner of
0,19511019-2051,19570314-6435,partner of
0,19510610-1525,19540228-6538,partner of
0,19650913-4594,19681224-3059,partner of
0,19551230-7295,19611205-0518,partner of
0,19981126-4708,19960510-9177,partner of
0,19981126-4708,19940921-5459,partner of
0,19960510-9177,19940921-5459,partner of
0,19560909-0210,19631210-9015,partner of
0,19860414-4226,19910417-5777,partner of
0,19640312-7260,19711231-6243,partner of
0,20030101-7548,20051126-8553,partner of
0,19441230-4355,19441230-0582,partner of
0,19671005-9963,19740211-3295,partner of
0,19670516-0403,19670516-7970,partner of
0,19540209-2100,19580207-1391,partner of
0,19741028-0829,19760424-9854,partner of
0,19440619-1712,19491217-2157,partner of
0,19610917-3966,19660604-3253,partner of
0,19780616-1828,19820828-8780,partner of
0,19670822-2459,19731107-0808,partner of
0,19400324-1807,19450330-2279,partner of
0,19711205-7805,19731231-8998,partner of
0,19850108-3551,19890728-5103,partner of
0,19980418-2707,19980418-1445,partner of
0,19650609-7734,19710503-2950,partner of
0,19920617-8125,19961027-7741,partner of
0,19700224-3973,19750917-5005,partner of
0,19851016-2480,19880818-1960,partner of
0,20020613-4855,19680508-9023,child of
1,19680508-9023,20020613-4855,parent of
0,19710309-0306,19740203-4041,partner of
0,19900924-5947,19900924-6997,partner of
0,19990316-2527,19971231-1255,partner of
0,19990316-2527,19951231-4887,partner of
0,19971231-1255,19951231-4887,partner of
0,19970525-2717,20001010-0454,partner of
0,19960911-1186,20011027-2374,partner of
0,19390211-6079,19450623-8395,partner of
0,19600215-4551,19610921-0629,partner of
0,20030101-9569,20101231-7945,partner of
0,19750215-1436,19781111-9555,partner of
0,19990330-4099,19960224-0187,partner of
0,19631130-8899,19701231-8486,partner of
0,19310426-0707,19381231-5297,partner of
0,19291208-9289,19350216-9847,partner of
0,19450425-0560,19451217-2170,partner of
0,19501025-9891,19501025-7848,partner of
0,19250101-6498,19991025-0411,partner of
0,19270316-4052,19991025-0411,partner of
0,19270316-4052,19971114-9800,partner of
0,19270316-4052,19941103-9586,partner of
0,19991025-0411,19971114-9800,partner of
0,19991025-0411,19941103-9586,partner of
0,19971114-9800,19941103-9586,partner of
0,19310913-5218,19330220-7396,partner of
0,19890503-6779,19941203-1727,partner of
0,19250101-3388,19300226-0696,partner of
0,19990129-7596,19960101-7779,partner of
0,19610723-7572,19680131-4757,partner of
0,19581210-4423,19590118-2000,partner of
0,20030101-9805,20030511-8572,partner of
0,19910818-9247,19930710-1652,partner of
0,19430606-9442,19501111-4770,partner of
0,20030412-8619,19440421-0880,child of
1,19440421-0880,20030412-8619,parent of
2,20030412-8619,19440421-6748,child of
3,19440421-6748,20030412-8619,parent of
0,19440421-0880,19440421-6748,partner of
0,20030412-8619,19960227-2376,partner of
0,19500912-6804,19520429-7557,partner of
0,19890623-8074,19930712-2579,partner of
0,19750601-1014,19810212-0400,partner of
0,19911114-5965,19911114-1944,partner of
0,19250101-5497,19280716-5023,partner of
0,19980131-3140,19960228-3388,partner of
0,19990416-8193,20061231-6634,partner of
0,19981223-1412,19960403-9003,partner of
0,19981223-1412,19950414-0591,partner of
0,19960403-9003,19950414-0591,partner of
0,19990502-7898,20051230-5269,partner of
0,19330612-2258,19350822-1368,partner of
0,19981225-3285,19961202-5426,partner of
0,19700318-6135,19720605-3771,partner of
0,19360201-0464,19410118-6754,partner of
0,19930614-2551,19941028-3931,partner of
0,19930215-2921,19520218-6423,child of
1,19520218-6423,19930215-2921,parent of
0,19510317-3053,19520814-7270,partner of
0,19630920-6764,19680823-8973,partner of
0,19520128-6663,19550530-7976,partner of
0,19950825-3651,19981104-1809,partner of
0,19580218-7366,19611117-3973,partner of
0,20030101-1852,20030101-0085,partner of
0,19840613-9995,19900828-2487,partner of
0,19420201-2678,19470118-6197,partner of
0,19250101-5951,19270406-8656,partner of
0,19800603-2805,19810717-8104,partner of
0,19680530-7304,19740128-2164,partner of
0,20030101-3449,20080323-4363,partner of
0,19400510-5659,19440807-7974,partner of
0,19660921-1723,19690815-7112,partner of
0,19930206-0841,19940709-9107,partner of
0,19490808-9145,19510904-8142,partner of
0,19770406-8228,19770406-1773,partner of
0,19680305-9609,19750302-1969,partner of
0,19950831-2104,20021231-7984,partner of
0,19710608-8013,19751004-2328,partner of
0,19590204-8367,19590401-9698,partner of
0,19290807-6948,19340906-0275,partner of
0,19550926-9040,19620802-7810,partner of
0,19500320-5166,19520808-3933,partner of
0,19870413-4468,19910814-9435,partner of
0,19250101-5416,19270721-5700,partner of
0,19470321-8753,19501117-4979,partner of
0,19750101-9317,19770220-7096,partner of
0,19900606-2321,19930816-1818,partner of
0,19820801-9552,19850525-5579,partner of
0,19830203-4803,19871024-6902,partner of
0,19710911-4098,19781231-1764,partner of
0,19250101-5421,19270405-1256,partner of
0,19730413-8927,19791025-1706,partner of
0,19881129-2645,19920627-9316,partner of
0,19601107-3823,19630815-3450,partner of
0,19251003-6357,19261101-2155,partner of
0,19750514-8584,19800105-6092,partner of
0,19990330-4430,19960326-9727,partner of
0,19590518-1753,19640118-2916,partner of
0,20020920-5240,19810720-4334,child of
1,19810720-4334,20020920-5240,parent of
0,19800308-8552,19850627-9130,partner of
0,19750420-8275,19790614-9051,partner of
0,19481211-6888,19510223-3665,partner of
0,19960119-6407,20000504-1489,partner of
0,19941030-7479,19941030-5687,partner of
0,19761129-3586,19790716-2344,partner of
0,19401005-4539,19450804-5164,partner of
0,19990206-8167,19971023-6230,partner of
0,19990206-8167,19951231-1333,partner of
0,19971023-6230,19951231-1333,partner of
0,19990813-9267,19960220-4853,partner of
0,19990813-9267,19950519-8571,partner of
0,19960220-4853,19950519-8571,partner of
0,19610811-8901,19680522-2081,partner of
0,19381002-8959,19410129-7370,partner of
0,19960201-9615,19991114-8297,partner of
0,19641111-5990,19661009-7996,partner of
0,19250101-2028,19250101-6219,partner of
0,19731112-2173,19790308-3525,partner of
0,20031231-8097,19970223-5199,partner of
0,19990217-8088,19961230-5304,partner of
0,19580416-1078,19601212-2616,partner of
0,19750709-5657,19791215-9653,partner of
0,19571224-6008,19580203-1106,partner of
0,20010311-9760,19980523-2019,partner of
0,20010311-9760,19960601-8483,partner of
0,19980523-2019,19960601-8483,partner of
0,19280913-3810,19330429-6298,partner of
0,19470520-7259,19500408-8236,partner of
0,19270414-3909,19320330-0162,partner of
0,19401228-9358,19430419-0608,partner of
0,20030101-6022,20081225-3279,partner of
0,19560128-3265,19620306-6334,partner of
0,19680913-7070,19740305-6872,partner of
0,19460420-3713,19490405-4786,partner of
0,19991020-1456,19970201-4553,partner of
0,19991020-1456,19950914-1455,partner of
0,19970201-4553,19950914-1455,partner of
0,19870627-1288,19880228-4301,partner of
0,19980921-7738,19970108-5307,partner of
0,20030101-9240,20080111-9843,partner of
0,19580116-6511,19580116-3766,partner of
0,19970603-4434,20031130-8707,partner of
0,19581226-9604,19630501-4066,partner of
0,19610501-4759,19640502-9979,partner of
0,19490319-4654,19520613-5191,partner of
0,19840518-9464,19870328-8526,partner of
0,19900906-6008,19941210-3659,partner of
0,19520625-7540,19571124-1914,partner of
0,19510320-5692,19570425-5922,partner of
0,19251003-4388,19251003-6014,partner of
0,19560918-6077,19610417-2167,partner of
0,19590418-6694,19620107-9120,partner of
0,19470227-4681,19510120-3640,partner of
0,19420721-7404,19460608-2469,partner of
0,19710107-4714,19760518-3126,partner of
0,20030101-0624,20030101-7323,partner of
0,19800228-2821,19831220-3965,partner of
0,19301027-8459,19351024-9986,partner of
0,19470714-8179,19500727-7102,partner of
0,20030101-4051,20060325-5197,partner of
0,19290110-7716,19361231-3910,partner of
0,19670505-0092,19690327-5093,partner of
0,19930416-3541,19981116-7137,partner of
0,19400428-3725,19470204-8050,partner of
0,19890125-3205,19901005-2154,partner of
0,19830507-2351,19840723-8811,partner of
0,20020221-9993,19820220-5753,child of
1,19820220-5753,20020221-9993,parent of
0,19271228-9851,19320830-9306,partner of
0,19811105-2750,19851023-6720,partner of
0,19600826-4862,19660404-9980,partner of
0,19260317-9448,19280224-4231,partner of
0,19480916-8900,19540201-2135,partner of
0,19390407-7573,19461105-4385,partner of
0,19990322-8644,19971231-4141,partner of
0,19990322-8644,19951210-8158,partner of
0,19971231-4141,19951210-8158,partner of
0,19670809-9652,19710617-8387,partner of
0,19550614-7196,19601214-7806,partner of
0,19440624-2045,19440624-0071,partner of
0,20030101-3625,20060428-3800,partner of
0,19490513-8885,19530421-9280,partner of
0,19770325-6168,19830815-2357,partner of
0,19630902-9912,19670605-9799,partner of
0,19400718-2183,19420817-2494,partner of
0,19980101-2355,19960828-9036,partner of
0,19980101-2355,19940101-7619,partner of
0,19960828-9036,19940101-7619,partner of
0,20030101-6931,20050630-8161,partner of
0,19421202-6745,19421222-4973,partner of
0,19991231-0695,19970701-4743,partner of
0,19991231-0695,19950826-8518,partner of
0,19970701-4743,19950826-8518,partner of
0,19920114-0961,19970430-8569,partner of
0,19981206-3175,20020711-7870,partner of
0,19980530-4363,20050526-3934,partner of
0,20030101-6646,20070923-1549,partner of
0,20020418-0905,19430509-5237,child of
1,20030802-2245,19430509-5237,child of
2,19430509-5237,20020418-0905,parent of
3,19430509-5237,20030802-2245,parent of
4,20020418-0905,19471106-4499,child of
5,20030802-2245,19471106-4499,child of
6,19471106-4499,20020418-0905,parent of
7,19471106-4499,20030802-2245,parent of
8,20020418-0905,20030802-2245,siblings
0,19430509-5237,19471106-4499,partner of
0,20020418-0905,20000827-0195,partner of
0,20020418-0905,19980830-7490,partner of
0,20020418-0905,19960519-2696,partner of
0,20030802-2245,20000827-0195,partner of
0,20030802-2245,19980830-7490,partner of
0,20030802-2245,19960519-2696,partner of
0,20000827-0195,19980830-7490,partner of
0,20000827-0195,19960519-2696,partner of
0,19980830-7490,19960519-2696,partner of
0,19361122-0804,19380902-3394,partner of
0,20000928-2764,20030813-1919,partner of
0,19871115-1406,19911211-4581,partner of
0,19760308-2073,19820209-1575,partner of
0,19820209-1575,19950523-8536,partner of
0,19330429-8473,19341108-7675,partner of
0,19250101-3694,19300204-5260,partner of
0,19980917-9701,19960118-5597,partner of
0,19990221-2312,19961212-1209,partner of
0,20010810-7672,20061019-3205,partner of
0,19820730-9170,19891231-2408,partner of
0,19900308-8873,19970925-0221,partner of
0,19530806-2710,19560211-8542,partner of
0,20020804-6232,19450709-1191,child of
1,19450709-1191,20020804-6232,parent of
2,20020804-6232,19490430-8610,child of
3,19490430-8610,20020804-6232,parent of
0,19450709-1191,19490430-8610,partner of
0,20020804-6232,20010628-4563,partner of
0,20020804-6232,19970608-2544,partner of
0,20010628-4563,19970608-2544,partner of
0,19620309-4809,19630614-1811,partner of
0,19590706-2092,19601001-1746,partner of
0,19811119-1837,19851012-1816,partner of
0,19440610-3009,19470313-7150,partner of
0,19980424-0952,19961016-6931,partner of
0,19471225-1172,19491215-7898,partner of
0,19511028-4925,19520309-0602,partner of
0,19980818-2940,19961105-5920,partner of
0,19661116-7517,19710111-2989,partner of
0,19581118-6418,19651231-9771,partner of
0,19630103-9124,19701231-4986,partner of
0,19980405-7945,19960905-8137,partner of
0,19560222-2635,19571126-0001,partner of
0,19761209-2679,19821211-7713,partner of
0,19550105-7610,19560512-9464,partner of
0,19590414-2830,19590414-1745,partner of
0,19320730-2967,19340428-8971,partner of
0,19980401-1400,19970330-4108,partner of
0,19830127-4737,19850604-4639,partner of
0,19591118-6331,19660207-7722,partner of
0,20030828-5426,19681211-0912,child of
1,19681211-0912,20030828-5426,parent of
0,20030828-5426,19930101-7966,partner of
0,19980703-7958,19980703-0129,partner of
0,19591026-8807,19661231-2887,partner of
0,19530525-1339,19580610-7707,partner of
0,19850531-3381,19850531-3904,partner of
0,20030101-2546,20060502-3445,partner of
0,20020408-0346,19770902-5219,child of
1,19770902-5219,20020408-0346,parent of
0,20030101-3341,20070114-3235,partner of
0,19990502-2104,20021111-9438,partner of
0,19280209-7785,19301101-3255,partner of
0,19990128-8200,19960804-6178,partner of
0,19980215-6903,19960116-2801,partner of
0,19980215-6903,19941130-8533,partner of
0,19430806-2663,19460728-9281,partner of
0,19741231-7209,19790520-8430,partner of
0,19681128-3480,19700330-7995,partner of
0,19250101-5659,19280421-9695,partner of
0,19700308-4123,19730216-8309,partner of
0,19480515-5776,19551124-9781,partner of
0,19460726-2081,19500915-6616,partner of
0,19980716-1471,19960412-3199,partner of
0,19741210-4125,20020706-3470,partner of
0,19640827-9909,19690128-4099,partner of
0,19730630-6911,19730630-8171,partner of
0,19250101-6741,19280929-6289,partner of
0,19950116-5475,19960415-5637,partner of
0,19630602-6952,19680122-5828,partner of
0,19820225-5693,19890904-6051,partner of
0,19601011-7185,19630906-9455,partner of
0,19690205-5085,19710217-0055,partner of
0,19830727-4553,19830727-9936,partner of
0,19580211-6841,19650715-7111,partner of
0,19701027-5672,19701027-2714,partner of
0,19531127-6153,19550914-8664,partner of
0,20021213-4467,20050720-2650,partner of
0,20021215-6333,19430425-5844,child of
1,19430425-5844,20021215-6333,parent of
0,20021215-6333,19991231-3226,partner of
0,19250101-0834,19300305-4787,partner of
0,19981102-5407,19971225-7950,partner of
0,19981102-5407,19950614-5782,partner of
0,19971225-7950,19950614-5782,partner of
0,19720721-0497,19760823-0805,partner of
0,19880916-9042,19880916-6430,partner of
0,19980319-1939,19960706-7578,partner of
0,20021110-4540,19531202-5353,child of
1,19531202-5353,20021110-4540,parent of
0,19311126-6786,19360218-3283,partner of
0,19660901-3122,19720401-4197,partner of
0,19701109-9829,19721026-0368,partner of
0,19551223-2838,19621231-4638,partner of
0,19250101-4632,19300101-9675,partner of
0,19490819-5493,19560618-9229,partner of
0,19430424-7498,19480715-0165,partner of
0,19280531-5769,19351231-3459,partner of
0,19660804-0296,19700503-1135,partner of
0,19990419-5144,20020729-1935,partner of
0,19970628-8469,20000514-9348,partner of
0,20020407-0835,20050926-2236,partner of
0,19460808-4006,19510717-3690,partner of
0,19780617-5650,19780617-2467,partner of
0,20000829-7104,19970916-4275,partner of
0,19591217-5870,19640504-8876,partner of
0,19710313-2013,19710313-0834,partner of
0,19770831-2754,19820305-6413,partner of
0,19690304-3482,19710919-7262,partner of
0,19661114-6021,19670801-3209,partner of
0,19550720-2826,19581215-7362,partner of
0,19980702-0845,19970330-6864,partner of
0,20030214-4368,19810425-0638,child of
1,19810425-0638,20030214-4368,parent of
0,19810425-0638,19820123-7816,partner of
0,19820123-7816,20030214-4368,partner of
0,19250101-3788,19251121-6788,partner of
0,19641017-7800,19690310-9478,partner of
0,19460822-7648,19510615-5242,partner of
0,19470405-0188,19480908-7793,partner of
0,19471211-8522,19541014-7424,partner of
0,19291220-3456,19291220-9132,partner of
0,19750223-2532,19750518-6997,partner of
0,19760303-6169,19790415-4803,partner of
0,19840301-7314,19900302-9315,partner of
0,19590921-9184,19620113-2107,partner of
0,19890402-8414,19890402-4827,partner of
0,19480727-7731,19541117-1357,partner of
0,19351125-1660,19380517-0113,partner of
0,19511015-6997,19560721-3216,partner of
0,19450309-0607,19490624-5508,partner of
0,19410922-2096,19450817-1709,partner of
0,20000101-1103,19940425-8793,partner of
0,19790126-7794,19840517-0500,partner of
0,20020412-6116,19980811-8802,partner of
0,19370709-3486,19381025-0230,partner of
0,19440919-4862,19460822-6787,partner of
0,19421104-4510,19490208-2170,partner of
0,19600305-2015,19640330-3169,partner of
0,19501206-2561,19570202-7197,partner of
0,19250101-1387,19291112-8619,partner of
0,19550113-7411,19550113-6448,partner of
0,19520306-1126,19561019-9184,partner of
0,19870526-0231,19890824-0207,partner of
0,19250101-6868,19270525-9349,partner of
0,19961024-0414,19961024-2095,partner of
0,20000102-7251,20000102-4179,partner of
0,19630215-8863,19630215-1064,partner of
0,19790523-2861,19860722-5056,partner of
0,19860722-5056,19990825-3688,partner of
0,19570404-2691,19640221-9161,partner of
0,19871215-2044,19890728-1450,partner of
0,19711003-5514,19730624-7114,partner of
0,19430519-4704,19490410-6689,partner of
0,20030101-1069,20101231-8609,partner of
0,19410320-2969,19450305-2558,partner of
0,19991023-7889,20010421-2032,partner of
0,20020203-5988,20050802-1489,partner of
0,19321013-8248,19321118-2835,partner of
0,19980621-7587,19961011-5254,partner of
0,19980621-7587,19951231-4814,partner of
0,19961011-5254,19951231-4814,partner of
0,19261209-0255,19301229-8826,partner of
0,19520717-6619,19591025-5003,partner of
0,19690907-7561,19760305-6270,partner of
0,20030101-7692,20050425-6244,partner of
0,19471010-8001,19991231-5191,partner of
0,19471010-8001,19970616-4158,partner of
0,19471010-8001,19970616-1853,partner of
0,19471010-8001,19991231-5191,partner of
0,19471010-8001,19970616-4158,partner of
0,19471010-8001,19970616-1853,partner of
0,19991231-5191,19970616-4158,partner of
0,19991231-5191,19970616-1853,partner of
0,19991231-5191,19991231-5191,partner of
0,19991231-5191,19970616-4158,partner of
0,19991231-5191,19970616-1853,partner of
0,19970616-4158,19970616-1853,partner of
0,19970616-4158,19991231-5191,partner of
0,19970616-4158,19970616-4158,partner of
0,19970616-4158,19970616-1853,partner of
0,19970616-1853,19991231-5191,partner of
0,19970616-1853,19970616-4158,partner of
0,19970616-1853,19970616-1853,partner of
0,19991231-5191,19970616-4158,partner of
0,19991231-5191,19970616-1853,partner of
0,19970616-4158,19970616-1853,partner of
0,19960604-2073,20020830-0759,partner of
0,19740613-5594,19800327-7983,partner of
0,20030418-1701,19440630-5268,child of
1,19440630-5268,20030418-1701,parent of
