,personNr1,personNr2,connection
0,20000313-7369,20060909-6536,partner of
0,19981205-6452,19960101-1668,partner of
0,19541123-0961,19560929-2382,partner of
0,20031231-4508,20040117-3523,partner of
0,19740213-8230,19780429-2726,partner of
0,19480721-3197,19501210-7496,partner of
0,19751117-4512,19780102-0816,partner of
0,19431109-3945,19441205-1518,partner of
1,19980617-7064,19970124-3546,partner of
2,19980617-7064,19950104-2167,partner of
3,19970124-3546,19950104-2167,partner of
0,20030324-2571,19630726-1798,child of
1,19630726-1798,20030324-2571,parent of
0,19470224-2704,19500410-8032,partner of
0,20030119-5105,19511213-4676,child of
1,19511213-4676,20030119-5105,parent of
2,20030119-5105,19581231-5183,child of
3,19581231-5183,20030119-5105,parent of
0,19511213-4676,19581231-5183,partner of
1,20030119-5105,19940106-9325,partner of
0,19820215-6913,19860425-4580,partner of
0,20031231-5396,20080109-0471,partner of
0,19471008-5688,19521221-1857,partner of
0,19841204-4039,19900808-8179,partner of
0,19910507-0699,19970810-8027,partner of
0,19441025-5634,19491231-8678,partner of
0,19980605-3365,19960101-0982,partner of
0,19620115-2037,19691231-2135,partner of
0,19920715-3225,19920715-3405,partner of
0,19250101-0555,19270331-9252,partner of
0,20000721-9261,20050222-7879,partner of
0,19930427-2325,19960725-3540,partner of
0,19740904-0634,19750820-3243,partner of
0,19991029-8864,19960724-7312,partner of
1,19991029-8864,19950624-9992,partner of
2,19960724-7312,19950624-9992,partner of
0,20031205-4634,20101231-8374,partner of
0,19650717-5891,19680723-0630,partner of
0,19760112-5597,19760112-5302,partner of
0,19310723-5430,19310723-2345,partner of
0,19861201-2565,19910716-5921,partner of
0,19550716-1176,19591004-9433,partner of
0,19470602-7662,19521106-4959,partner of
1,19980609-7727,19970313-1743,partner of
0,19721019-9428,19730311-3681,partner of
0,19450617-0735,19480526-2464,partner of
0,19430204-4576,19470828-2231,partner of
0,19980814-2712,19960702-2196,partner of
0,19541209-0252,19561128-7962,partner of
0,19520126-3747,19560601-9659,partner of
0,19500204-3333,19530523-9346,partner of
0,19991104-7670,19970108-0911,partner of
1,19991104-7670,19950106-8851,partner of
2,19970108-0911,19950106-8851,partner of
0,19621206-9664,19670816-7113,partner of
0,19500911-0238,19540225-3704,partner of
0,19430729-7385,19430729-1036,partner of
0,19580523-4960,19620621-5002,partner of
0,19421226-2849,19460811-7551,partner of
0,19560320-9429,19560603-4111,partner of
0,19311229-7942,19341120-6484,partner of
0,19990301-7519,19960702-9258,partner of
0,19561023-7119,19600823-1939,partner of
0,19540723-5681,19581201-6680,partner of
0,19640327-8963,19691214-7274,partner of
0,19620426-5294,19691231-0702,partner of
0,19830826-8667,19870628-1768,partner of
0,19990116-0101,19960623-1393,partner of
0,19670428-8778,19710618-5045,partner of
0,19930711-1529,19990220-9765,partner of
0,19570404-2982,19590808-7589,partner of
0,19390228-5814,19390404-0179,partner of
1,19980611-1363,19970201-6235,partner of
0,19851022-3267,19871205-7608,partner of
0,20030331-7875,19701218-7535,child of
1,19701218-7535,20030331-7875,parent of
0,20030331-7875,19970221-5995,partner of
0,19511129-3060,19530328-5194,partner of
0,19670305-6041,19680519-1574,partner of
0,19330827-8498,19390429-2184,partner of
1,19980606-7177,19970926-1431,partner of
2,19980606-7177,19950519-3861,partner of
3,19970926-1431,19950519-3861,partner of
0,19990330-1417,19960622-2204,partner of
0,19250101-1336,19321231-2805,partner of
0,19841120-6718,19911015-5331,partner of
0,19800124-4433,19840409-9745,partner of
0,19740701-1129,19811231-8162,partner of
0,19510804-1882,19530202-1856,partner of
0,20030325-4678,19801130-6006,child of
1,19801130-6006,20030325-4678,parent of
0,20030325-4678,20010712-6305,partner of
0,19890524-9100,19911210-0865,partner of
0,19250101-5612,19290814-5083,partner of
0,19600929-7376,19640621-3349,partner of
0,19700222-8459,19770209-5944,partner of
0,19350717-1277,19420902-9921,partner of
0,20031231-5516,20080627-5166,partner of
0,19510418-6095,19581231-9308,partner of
0,19371208-2593,19440430-6223,partner of
1,19980101-1457,19970708-9069,partner of
2,19980101-1457,19950503-3646,partner of
3,19970708-9069,19950503-3646,partner of
0,19570423-9882,19591207-0125,partner of
0,19740426-9786,19791229-6138,partner of
0,19530331-6890,19580210-9421,partner of
0,19980826-9633,19970325-7762,partner of
0,19471204-8749,19511117-4692,partner of
0,19990216-9074,19970404-2186,partner of
1,19990216-9074,19941220-6219,partner of
2,19970404-2186,19941220-6219,partner of
0,20031231-2013,20031231-1976,partner of
0,19410827-5005,19461119-9273,partner of
0,19531110-4172,19570714-5361,partner of
0,19461227-1746,19470207-1735,partner of
1,20011231-2018,19970129-1695,partner of
0,20030715-5361,20041207-3183,partner of
0,20010615-6365,20050921-9567,partner of
0,19261103-2304,19290421-0771,partner of
1,19980830-9014,19960405-5641,partner of
0,19280717-1960,19310926-5453,partner of
0,19261128-9201,19311217-0131,partner of
0,19721114-9766,19721218-4313,partner of
0,19250101-6853,19260622-5876,partner of
1,19990330-0900,19960511-6793,partner of
0,19960124-3729,19990508-1038,partner of
0,20020323-4337,19840705-7699,child of
1,19840705-7699,20020323-4337,parent of
0,20020323-4337,20010128-4905,partner of
0,19471116-4559,19541231-6905,partner of
1,19980324-9485,19960924-0102,partner of
0,19920327-6852,19960325-4636,partner of
0,19250101-7815,19251215-9456,partner of
0,20030826-5477,19690213-8654,child of
1,19690213-8654,20030826-5477,parent of
2,20030826-5477,19691105-7178,child of
3,19691105-7178,20030826-5477,parent of
0,19690213-8654,19691105-7178,partner of
0,19670225-7725,19690905-4648,partner of
0,19490809-6113,19560217-7793,partner of
0,19621120-4329,19670913-0755,partner of
0,19830423-8209,19890331-5724,partner of
0,19750818-7478,19761018-4317,partner of
0,19470113-7955,19471228-6410,partner of
0,19801004-5757,19960623-5489,partner of
0,19891030-3499,19910820-4166,partner of
0,19990222-4405,19960729-9728,partner of
1,19990222-4405,19950624-7124,partner of
2,19960729-9728,19950624-7124,partner of
0,19630824-8330,19660907-9204,partner of
0,19590116-6134,19600113-1768,partner of
0,19620203-5377,19680827-7052,partner of
0,19980409-6514,19960614-7389,partner of
0,19691218-2708,19751104-5166,partner of
0,20020929-8890,19450726-2109,child of
1,19450726-2109,20020929-8890,parent of
0,20031231-0598,20041209-2460,partner of
0,20021017-4485,20090715-0442,partner of
0,19250101-0134,19321231-7210,partner of
0,19580621-4393,19630515-0721,partner of
0,19250101-5262,19300906-8831,partner of
0,19490828-3430,19541026-0555,partner of
0,19610326-9448,19640420-6121,partner of
0,19511107-4040,19560201-9687,partner of
0,19910908-8097,19930718-0320,partner of
0,19470921-0359,19520818-3650,partner of
0,20031231-3742,20050318-3936,partner of
0,19911228-7578,19930904-3933,partner of
0,19511206-9953,19570419-6441,partner of
0,19980627-8225,19961205-7616,partner of
0,19350618-3195,19421231-6692,partner of
0,19780521-6326,19820122-3628,partner of
1,19820122-3628,19930625-8244,partner of
0,19280427-0846,19350527-5454,partner of
1,19980331-8012,19970812-5906,partner of
2,19980331-8012,19940828-8108,partner of
3,19970812-5906,19940828-8108,partner of
0,19640806-6518,19680622-3626,partner of
0,19660414-9636,19730106-5052,partner of
0,19510405-6852,19560217-0566,partner of
0,19740614-9006,19780512-9150,partner of
0,20010703-6386,19980715-3635,partner of
1,20010703-6386,19961217-2980,partner of
2,19980715-3635,19961217-2980,partner of
0,19741021-8443,19760424-5201,partner of
0,20030524-7179,19500305-7465,child of
1,19500305-7465,20030524-7179,parent of
0,20030524-7179,19981003-1386,partner of
0,19640817-1418,19670603-5411,partner of
1,19980626-7992,19960218-7989,partner of
0,19481018-7205,19500513-0260,partner of
0,19670908-1649,19740223-3739,partner of
0,19401025-2147,19421224-9079,partner of
0,19601229-9798,19620418-2813,partner of
0,19250101-9964,19260915-4811,partner of
0,19450728-0444,19480502-8935,partner of
0,19261014-2703,19281115-7929,partner of
1,19990221-5995,19970330-9600,partner of
0,19941109-5464,19960809-4423,partner of
0,19611130-4961,19650101-5491,partner of
0,20031231-7801,20070531-4903,partner of
0,19720730-3915,19771227-4202,partner of
0,19990226-2762,19961014-3100,partner of
0,19750615-7580,19800425-7359,partner of
0,19980724-0831,19970207-9627,partner of
0,20000208-0965,20040215-3811,partner of
0,19490210-1382,19550618-4091,partner of
0,19250101-8825,19261223-2911,partner of
1,19990224-9379,19960227-4208,partner of
0,19760518-1320,19790730-3612,partner of
0,19990220-6480,19961225-8825,partner of
0,20031007-3434,20071223-0845,partner of
0,19890828-8680,19910311-1819,partner of
0,19280730-5920,19350723-8078,partner of
1,19991025-9457,19970514-0358,partner of
2,19991025-9457,19940303-3311,partner of
3,19970514-0358,19940303-3311,partner of
0,19830222-3461,19841031-6176,partner of
0,19490128-0892,19531202-6705,partner of
0,19430714-1121,19451218-8893,partner of
0,19400922-5078,19400922-7962,partner of
1,19981018-3344,19970220-1394,partner of
0,19250101-9816,19290517-8742,partner of
0,19361228-9872,19431031-2019,partner of
0,19320505-2194,19341120-9745,partner of
0,19550226-2841,19590220-5918,partner of
0,19980714-2136,20010130-1560,partner of
0,19510703-7345,19580120-4320,partner of
0,19840918-7917,19911231-1373,partner of
0,19610824-5290,19640115-2193,partner of
0,19721218-9279,19760928-5979,partner of
0,19860525-6626,19870305-6490,partner of
0,19910321-6254,19970325-0930,partner of
0,19520325-9832,19590322-4561,partner of
0,19260120-4215,19280708-7921,partner of
0,19500321-8904,19530804-3559,partner of
0,19400309-7014,19400309-4728,partner of
0,19880609-9991,19910808-1103,partner of
0,19740320-7420,19771207-7386,partner of
0,19720504-3175,19770502-6556,partner of
0,19300913-6682,19321119-1818,partner of
1,19990308-7858,19960416-9746,partner of
0,20031231-6425,20101231-9014,partner of
0,20020101-9536,19710726-5435,child of
1,19710726-5435,20020101-9536,parent of
0,19500919-1343,19540917-0732,partner of
1,20010527-1015,19991231-2090,partner of
0,19771231-0224,19700102-9820,child of
1,19700102-9820,19771231-0224,parent of
0,19611001-9613,19681231-9775,partner of
0,19800712-5153,19871231-2868,partner of
0,19370819-8525,19430502-3632,partner of
1,19990506-7858,19970318-5720,partner of
2,19990506-7858,19941215-4255,partner of
3,19970318-5720,19941215-4255,partner of
0,19600909-9305,19651023-1081,partner of
0,19651223-9555,19690826-5972,partner of
0,19521021-2083,19581107-0440,partner of
0,19660607-8892,19660607-6450,partner of
0,19981101-8292,19961219-0535,partner of
1,19981101-8292,19950303-8692,partner of
2,19961219-0535,19950303-8692,partner of
0,19561210-3569,19561210-5264,partner of
0,20031231-4987,20061117-5344,partner of
0,19880101-5029,19930618-0863,partner of
0,19751108-4529,19801209-1300,partner of
0,19591216-6362,19620715-3365,partner of
0,19750912-9973,19801122-9527,partner of
0,19440906-6168,19491116-3299,partner of
0,19470611-3964,19541231-1609,partner of
0,19360314-9260,19380318-8252,partner of
1,19981207-2888,19971231-3097,partner of
2,19981207-2888,19941011-1554,partner of
3,19971231-3097,19941011-1554,partner of
0,19690224-0865,19761231-2115,partner of
0,19720508-4720,19730209-2518,partner of
0,19490613-0690,19561204-1872,partner of
0,19980120-9238,19960101-0553,partner of
0,20020324-5332,19520506-0983,child of
1,20030401-2356,19520506-0983,child of
2,19520506-0983,20020324-5332,parent of
3,19520506-0983,20030401-2356,parent of
4,20020324-5332,19570108-6025,child of
5,20030401-2356,19570108-6025,child of
6,19570108-6025,20020324-5332,parent of
7,19570108-6025,20030401-2356,parent of
8,20020324-5332,20030401-2356,siblings
0,19520506-0983,19570108-6025,partner of
0,19771219-4142,19790526-8557,partner of
0,19621227-7611,19640127-1814,partner of
0,19621215-0702,19661007-5182,partner of
0,19620126-1592,19640225-7229,partner of
0,19950531-7844,20020923-8841,partner of
0,19760205-1829,19820711-2511,partner of
0,19960828-2820,19970516-0316,partner of
0,19570307-2061,19591207-1173,partner of
0,19390725-3248,19460216-0313,partner of
0,20021225-5585,20030719-6807,partner of
0,19400706-7074,19441226-3655,partner of
1,19991231-2248,19961119-9497,partner of
2,19991231-2248,19940811-6009,partner of
3,19961119-9497,19940811-6009,partner of
0,19580618-7523,19651231-4848,partner of
0,19770707-5066,19830712-5696,partner of
0,19490408-0154,19531003-5271,partner of
0,19711110-6592,19740206-3129,partner of
0,19910705-8031,19950114-2041,partner of
0,19700106-4388,19760517-7841,partner of
0,19691106-2509,19761231-0944,partner of
0,19941206-5367,19980207-1868,partner of
0,19650318-8002,19690114-8587,partner of
0,19580923-5304,19611214-5598,partner of
0,20030424-3424,19530119-2869,child of
1,19530119-2869,20030424-3424,parent of
0,19750809-5365,19760311-6216,partner of
0,19931018-9375,19981205-0919,partner of
0,19511011-9732,19520220-0708,partner of
0,19500311-9122,19570306-1180,partner of
0,19981021-7433,19970228-1350,partner of
0,19440924-0985,19460721-3882,partner of
0,19850809-4837,19900716-1446,partner of
0,19500613-1224,19530208-2938,partner of
0,19810630-7284,19861226-2085,partner of
0,19861114-5923,19861114-3689,partner of
0,19250101-9827,19250815-1345,partner of
0,19560606-1296,19570320-8574,partner of
0,19521120-4476,19521120-8410,partner of
0,19880530-8690,19920909-0325,partner of
0,19850622-0981,19880617-4053,partner of
0,19480319-5344,19521020-7315,partner of
0,19640310-6332,19690909-7912,partner of
0,20010304-0135,20080402-1120,partner of
0,19290824-4702,19361231-1326,partner of
1,19980513-3601,19960618-0392,partner of
0,20031231-0053,20100329-4978,partner of
0,19460428-2537,19460428-8849,partner of
1,19980316-4384,19961020-5292,partner of
0,19500707-4046,19571006-4470,partner of
0,19550406-1674,19620224-6624,partner of
0,19451213-2111,19460708-3905,partner of
0,19461008-1121,19490831-9707,partner of
0,19331104-5453,19400717-8363,partner of
0,19510812-9248,19540212-4417,partner of
1,19980101-7721,19960718-8197,partner of
0,19980912-0869,19970330-8859,partner of
0,19390411-3292,19390723-7862,partner of
0,19250101-2607,19280519-3228,partner of
0,19720616-8598,19781115-3207,partner of
0,19580326-8492,19620903-2277,partner of
0,19440825-7689,19450823-6139,partner of
0,19820628-5950,19850623-2288,partner of
0,19710215-2153,19741217-3098,partner of
0,19461231-3083,19490816-9605,partner of
1,19980629-2018,19960729-6992,partner of
0,19970820-3405,20001019-2451,partner of
0,19530107-6303,19580108-1524,partner of
1,20000922-0496,19981106-0817,partner of
0,19250101-5047,19270822-6104,partner of
0,19880613-6730,19930710-5093,partner of
0,19500104-0678,19500402-2878,partner of
0,19991231-9902,19970321-3031,partner of
1,19991231-9902,19950718-8901,partner of
0,19871212-9098,19880507-9562,partner of
0,19551204-7205,19621231-1579,partner of
0,19690310-6655,19761231-6457,partner of
0,19410129-5302,19481231-5833,partner of
1,20000609-7724,19980104-5583,partner of
2,20000609-7724,19961224-8582,partner of
3,19980104-5583,19961224-8582,partner of
0,19810519-5664,19870921-6754,partner of
0,19681015-6486,19681015-0056,partner of
0,19490417-9494,19490417-1985,partner of
0,19400831-4311,19440323-3547,partner of
0,19981224-4605,19960311-5785,partner of
0,19351201-7708,19380525-9122,partner of
0,20031121-3502,20090526-7203,partner of
0,19950203-3632,19970405-4517,partner of
0,19480527-9719,19541001-4204,partner of
0,20000702-0613,20000702-9504,partner of
0,19360309-6489,19400814-9303,partner of
0,19550402-3748,19590124-5156,partner of
1,19990113-5324,19960618-5417,partner of
0,19980420-9150,19960719-9914,partner of
0,19631012-6462,19660801-7437,partner of
0,19810304-2826,19821203-1610,partner of
0,19621126-9456,19691106-6838,partner of
0,19350307-6394,19391210-8176,partner of
0,19700206-1519,19760210-9085,partner of
0,19520920-0568,19560909-8270,partner of
0,19611002-6304,19630919-8542,partner of
0,19980513-4037,19961120-3534,partner of
0,19870807-4456,19880611-5432,partner of
0,19970525-7118,19970525-9318,partner of
0,19310707-5612,19340201-0356,partner of
0,20030316-3538,19840123-2491,child of
1,19840123-2491,20030316-3538,parent of
0,20031231-0299,20090522-1578,partner of
0,19290711-9349,19361231-5804,partner of
0,19330405-2419,19370830-5319,partner of
1,19970110-6614,19951231-1017,partner of
0,19320312-3013,19341023-4564,partner of
0,20010804-2304,19981017-5408,partner of
1,20010804-2304,19961130-5819,partner of
2,20010804-2304,19950319-3510,partner of
3,19981017-5408,19961130-5819,partner of
4,19981017-5408,19950319-3510,partner of
5,19961130-5819,19950319-3510,partner of
0,19990705-7062,19990728-6273,partner of
0,19520405-2202,19550711-4563,partner of
0,19980927-4983,19960718-9213,partner of
0,19460616-1984,19480730-2622,partner of
0,19900502-3362,19930817-8980,partner of
0,19410513-6695,19460811-7579,partner of
0,19570201-3509,19620901-8957,partner of
0,19481117-8339,19510813-2988,partner of
0,19770710-3872,19790416-0053,partner of
0,19370502-5214,19370923-9605,partner of
0,19930701-7343,19990520-7295,partner of
0,19980810-5984,19960929-5306,partner of
1,19980810-5984,19940103-1466,partner of
2,19960929-5306,19940103-1466,partner of
0,19590615-3881,19641017-2493,partner of
0,19771122-3663,19820630-0032,partner of
0,19610924-1737,19620418-4044,partner of
0,19980725-8882,19960112-5158,partner of
0,19990901-7154,20050119-8895,partner of
0,20031231-7174,20041129-2278,partner of
0,19390131-9699,19461231-5096,partner of
1,19990220-0555,19960704-4607,partner of
2,19990220-0555,19950129-9996,partner of
3,19960704-4607,19950129-9996,partner of
0,19450309-4251,19470215-4599,partner of
0,19640619-2656,19680429-9808,partner of
0,19860122-6160,19890120-6224,partner of
0,19681128-2542,19710526-2317,partner of
0,19600430-9284,19600610-4207,partner of
0,19800901-6058,19830513-6952,partner of
0,19770711-8553,19770711-5124,partner of
0,19640823-1020,19640823-9851,partner of
0,19651016-1749,19701211-5062,partner of
0,19251011-4581,19300222-4533,partner of
0,19690513-9945,19740717-2590,partner of
0,19460125-4959,19960825-6697,partner of
0,19910422-4765,19950820-4075,partner of
0,19421015-7203,19440804-1119,partner of
0,19570523-1260,19590108-8223,partner of
0,19570912-6368,19630708-2500,partner of
0,19790809-2901,19861231-8974,partner of
0,19650626-2523,19721231-1488,partner of
0,19790226-6456,19800813-4432,partner of
0,19480307-6392,19530613-2583,partner of
0,19250501-3357,19320625-4994,partner of
1,19980101-6335,19970525-7445,partner of
2,19980101-6335,19941209-7973,partner of
3,19970525-7445,19941209-7973,partner of
0,19630817-4810,19650622-2779,partner of
0,19570902-3632,19591204-2984,partner of
0,19611226-4758,19681231-5563,partner of
1,19980829-5375,19960628-5527,partner of
0,19620707-1128,19691231-0176,partner of
0,20031231-1641,20090312-0242,partner of
0,19700704-8770,19730328-8305,partner of
0,19281223-0752,19330218-5583,partner of
0,19390617-8320,19420828-8412,partner of
0,19510717-8491,19530305-2008,partner of
0,19680117-1380,19701115-2411,partner of
0,19250101-8977,19311225-3574,partner of
1,19980803-7350,19960320-7503,partner of
2,19980803-7350,19940807-3462,partner of
3,19960320-7503,19940807-3462,partner of
0,19301201-8260,19301201-0921,partner of
0,20031231-6202,20071113-0607,partner of
0,19841228-1802,19911231-6692,partner of
0,19260623-1387,19300717-2917,partner of
0,19411004-7590,19451107-9594,partner of
0,19590513-0008,19601005-0304,partner of
0,19700928-6411,19740810-6401,partner of
0,19880224-5711,19901022-2298,partner of
0,19810325-3200,19871124-4138,partner of
0,19250101-5818,19311120-0372,partner of
1,19960823-9062,19940124-8652,partner of
2,19960823-9062,19940124-8795,partner of
3,19940124-8652,19940124-8795,partner of
0,19331203-9166,19360224-6395,partner of
1,19980416-6746,19970315-1648,partner of
0,19540219-6068,19580426-4981,partner of
0,19830320-9043,19841224-9486,partner of
0,19800123-1276,19830313-0764,partner of
0,20030221-9998,20050805-4107,partner of
0,19540525-5146,19550522-5047,partner of
0,19500503-7545,19570514-4995,partner of
0,20020615-5453,19551004-8686,child of
1,19551004-8686,20020615-5453,parent of
0,20020615-5453,19951203-1891,partner of
0,19710516-4216,19711010-3778,partner of
0,19830318-2165,19871011-2717,partner of
0,19510917-1028,19570921-3348,partner of
0,19580204-8062,19631215-8730,partner of
0,19250101-6252,19270701-3334,partner of
0,19980101-4583,19961012-7368,partner of
0,19960518-1096,19960518-4132,partner of
0,19820418-7476,19870215-2896,partner of
0,19390422-2642,19430920-0269,partner of
0,19870516-3519,19900327-0632,partner of
0,19730507-8724,19761020-0377,partner of
0,19860507-4523,19860704-3537,partner of
0,19470807-5315,19470807-4511,partner of
0,19980730-3091,19960721-6897,partner of
0,19660607-2440,19731231-1490,partner of
0,19980101-2469,19961018-7263,partner of
0,19320410-1559,19380814-6271,partner of
0,19580930-5200,19601215-8853,partner of
0,19890502-0206,19940521-8488,partner of
0,19800222-5157,19850625-6733,partner of
0,20010822-9683,20020828-0538,partner of
0,19870116-8831,19880314-0766,partner of
0,20030516-8594,20050103-2087,partner of
0,20031231-0464,20050210-4187,partner of
0,19500422-5565,19520220-0150,partner of
0,19930630-2631,19971020-1630,partner of
0,19711209-0527,19711209-8748,partner of
0,19680106-3508,19690514-7425,partner of
0,19920111-6232,19940303-7862,partner of
0,19250101-4480,19270614-3547,partner of
1,19991231-0243,19970618-7262,partner of
2,19991231-0243,19940101-0333,partner of
0,19810320-8135,19821205-3956,partner of
0,19590901-4975,19621009-0878,partner of
0,19950223-7089,19980220-4934,partner of
0,19320404-8330,19351112-7447,partner of
1,19980617-7370,19970330-7982,partner of
0,19791202-7710,19800606-7693,partner of
0,19751216-4194,19790220-0693,partner of
0,19980129-1162,19960820-7068,partner of
0,19630512-5869,19680522-8695,partner of
0,20000526-3814,20071231-4025,partner of
0,19631213-5822,19690514-6706,partner of
0,19250101-4410,19281221-9758,partner of
0,20030814-0075,19750223-1278,child of
1,19750223-1278,20030814-0075,parent of
2,20030814-0075,19780325-1125,child of
3,19780325-1125,20030814-0075,parent of
0,19750223-1278,19780325-1125,partner of
0,19941129-4286,19961101-8555,partner of
0,19810519-2960,19860223-5687,partner of
0,19640126-5591,19680304-0033,partner of
0,19260909-8782,19270731-4750,partner of
0,19551220-6094,19581205-8937,partner of
0,19920702-3187,19970105-8865,partner of
0,19740426-5235,19761005-9753,partner of
0,19341120-6990,19371229-7162,partner of
0,19601218-1927,19640711-7361,partner of
0,19651231-9395,19691014-4735,partner of
0,19700602-3566,19730512-5878,partner of
0,19830424-2685,19890703-3187,partner of
0,20031231-8969,20050315-4914,partner of
0,19551226-4578,19590220-4785,partner of
0,19530509-2263,19541208-0665,partner of
0,20031231-9838,20070902-0335,partner of
0,19490526-8540,19530520-0667,partner of
0,19790725-6837,19801003-4906,partner of
0,19250101-5221,19321104-2183,partner of
0,19830504-6555,19840905-6114,partner of
0,20030609-3083,19740529-8380,child of
1,19740529-8380,20030609-3083,parent of
0,20020810-7199,19690326-4607,child of
1,19690326-4607,20020810-7199,parent of
0,19650814-7305,19670309-5775,partner of
0,20031231-8783,20031231-3409,partner of
0,19400106-0592,19471231-6889,partner of
0,19990919-2025,20020215-0464,partner of
0,19480824-2123,19550818-4386,partner of
0,19540513-7847,19580711-3006,partner of
0,19781114-9954,19810525-6221,partner of
0,20030601-0760,19770211-9526,child of
1,19770211-9526,20030601-0760,parent of
0,19250101-3133,19280330-7144,partner of
1,19980128-3464,19970815-0745,partner of
2,19980128-3464,19940316-2150,partner of
3,19970815-0745,19940316-2150,partner of
0,19850323-9023,19860420-6279,partner of
0,19530712-3088,19550807-1426,partner of
0,19610802-6583,20011231-9790,partner of
1,19610802-6583,19991021-2538,partner of
2,20011231-9790,19991021-2538,partner of
0,20020608-6141,19501004-8347,child of
1,19501004-8347,20020608-6141,parent of
0,19360323-2259,19431231-0750,partner of
0,19980808-1918,19961211-0892,partner of
0,19660824-7459,19660824-3256,partner of
0,19730215-0095,19751217-1472,partner of
0,19340511-7051,19351002-4690,partner of
0,19481024-8565,19481024-8094,partner of
0,20031210-1603,20050324-1347,partner of
0,20020101-8032,19840722-6534,child of
1,19840722-6534,20020101-8032,parent of
0,20020101-8032,19990531-6280,partner of
0,19380304-7342,19380430-1233,partner of
0,19980529-3718,19960424-0532,partner of
0,19310621-4591,19350330-2771,partner of
0,19720617-0099,19791231-3541,partner of
0,19860714-1653,19910215-9765,partner of
0,19570324-1959,19570324-1134,partner of
1,19981030-4042,19970330-7058,partner of
0,19430912-9159,19491107-4619,partner of
0,19640608-8332,19680618-3748,partner of
0,19720419-5324,19751112-9772,partner of
0,19940531-3325,19981218-5124,partner of
0,19570625-3437,19610702-0176,partner of
0,19940113-7891,19940424-3234,partner of
0,19981201-0069,19970109-3171,partner of
0,20020421-2587,19810330-8487,child of
1,19810330-8487,20020421-2587,parent of
0,19591206-3041,19630927-0011,partner of
0,19771130-2753,19800724-6099,partner of
0,19990330-2812,19961109-9858,partner of
0,20031231-4308,20101104-5042,partner of
0,19250813-0120,19280625-8251,partner of
0,19690830-7844,20021107-9559,partner of
1,19690830-7844,19971115-1613,partner of
2,20021107-9559,19971115-1613,partner of
0,19271205-4324,19341231-5810,partner of
0,19670113-4488,19690221-5298,partner of
0,20031231-8510,20040923-1959,partner of
0,19800917-8070,19830504-3585,partner of
0,19910326-1376,19940927-2714,partner of
0,19661027-5428,19661027-9971,partner of
0,19601027-6787,19631113-5654,partner of
0,19600724-2785,19670328-2467,partner of
0,19490316-0336,19540716-7815,partner of
0,19691207-1094,19741106-2308,partner of
0,19360202-4455,19380214-6087,partner of
0,19820302-9047,19870824-2864,partner of
0,19990421-1229,20050702-3736,partner of
0,19421225-7544,19430802-5326,partner of
0,19540624-8497,19600616-6052,partner of
0,19930731-3354,19990411-2900,partner of
0,19601206-7001,19610909-5027,partner of
0,19610302-9698,19611006-8817,partner of
0,19650302-2426,19650302-7277,partner of
0,19981217-0378,19961215-5577,partner of
0,19920102-1251,19920102-8134,partner of
0,19530828-2992,19530828-4592,partner of
0,19640417-3348,19650806-8642,partner of
0,19250101-5680,19310402-8118,partner of
0,20020317-9500,19630519-3010,child of
1,20030728-6218,19630519-3010,child of
2,19630519-3010,20020317-9500,parent of
3,19630519-3010,20030728-6218,parent of
4,20020317-9500,19660407-1710,child of
5,20030728-6218,19660407-1710,child of
6,19660407-1710,20020317-9500,parent of
7,19660407-1710,20030728-6218,parent of
8,20020317-9500,20030728-6218,siblings
0,19630519-3010,19660407-1710,partner of
1,20020317-9500,20000101-6768,partner of
2,20030728-6218,20000101-6768,partner of
0,19421226-4704,19421226-6163,partner of
0,19320729-3503,19360820-0158,partner of
1,19991004-7230,19970507-7515,partner of
2,19991004-7230,19940401-2868,partner of
3,19970507-7515,19940401-2868,partner of
0,19430915-8437,19440105-4651,partner of
0,19250101-5870,19300726-1615,partner of
0,19980101-2007,19961119-3487,partner of
0,20020312-6158,19840909-1358,child of
1,19840909-1358,20020312-6158,parent of
0,20020312-6158,20031231-7754,partner of
0,19480726-8020,19500423-6861,partner of
0,19431203-5670,19480328-7532,partner of
0,19361211-5183,19361211-4628,partner of
0,19590102-2331,19660322-9252,partner of
1,19980801-7203,19960331-3877,partner of
0,19250101-8198,19280508-1045,partner of
0,19830304-3284,19861015-0641,partner of
0,19340812-9504,19381025-6121,partner of
0,20031231-6256,20100517-1139,partner of
0,19550321-5240,19600111-7579,partner of
0,19250101-3516,19290824-5230,partner of
0,20020211-9524,19820307-0387,child of
1,20030925-5216,19820307-0387,child of
2,19820307-0387,20020211-9524,parent of
3,19820307-0387,20030925-5216,parent of
4,20020211-9524,19831123-0097,child of
5,20030925-5216,19831123-0097,child of
6,19831123-0097,20020211-9524,parent of
7,19831123-0097,20030925-5216,parent of
8,20020211-9524,20030925-5216,siblings
0,19820307-0387,19831123-0097,partner of
0,20031231-9082,20080302-6305,partner of
0,19791212-8072,19820524-5068,partner of
0,19510928-7368,19520627-2201,partner of
0,19970616-8914,19990124-7081,partner of
0,19250101-7261,19310906-5883,partner of
0,19280919-8991,19320909-1046,partner of
0,19921105-8436,19950918-5032,partner of
0,19500208-8308,19540228-1737,partner of
0,20020101-5073,19781015-2600,child of
1,19781015-2600,20020101-5073,parent of
0,19770219-8262,19820418-1276,partner of
0,19630629-8573,19630629-0253,partner of
